Input_FlowID,Input_layer,Input_layer_key,Output_FlowID,TC_target_layer,TC_target_key,value,value_min,value_max,is_residual,process,technology,source
ELV_collected,product,Diesel,ELV_shredded,component,elvBrakes,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvCatalyticConverters,0.95,0.8,1,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvCatalyticConverters out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvCatalyticConverters,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvCatalyticConverters out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvCatalyticConverters,0.02,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvChassis,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvChassis out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvChassis,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvChassis out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvChassis,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvClosures,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvClosures,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvClosures,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvDriveline,0.45,0.3,0.6,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvDriveline,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvDriveline,0.52,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvEmbeddedElectronicsActuators,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvEmbeddedElectronicsActuators out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvEmbeddedElectronicsActuators,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvEmbeddedElectronicsActuators out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvEmbeddedElectronicsActuators,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvEmbeddedElectronicsCables,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvEmbeddedElectronicsCables out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvEmbeddedElectronicsCables,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvEmbeddedElectronicsCables out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvEmbeddedElectronicsCables,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvEmbeddedElectronicsControllers,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvEmbeddedElectronicsControllers out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvEmbeddedElectronicsControllers,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvEmbeddedElectronicsControllers out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvEmbeddedElectronicsControllers,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvEmbeddedElectronicsHeadlights,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvEmbeddedElectronicsHeadlights out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvEmbeddedElectronicsHeadlights,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvEmbeddedElectronicsHeadlights out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvEmbeddedElectronicsHeadlights,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvPowerElectronics,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowerElectronics out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvPowerElectronics,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowerElectronics out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvPowerElectronics,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvPowertrain,0.8,0.65,0.95,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvPowertrain,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvPowertrain,0.17,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvSteering,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvSteering,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvSteering,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvThermalManagement,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvThermalManagement,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvThermalManagement,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvTransmission,0.7,0.55,0.85,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTransmission out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvTransmission,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTransmission out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvTransmission,0.27,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvTrim,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTrim out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvTrim,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTrim out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvTrim,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,Diesel,ELV_dismantled,component,elvWheels,0.6,0.45,0.75,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvWheels out of a Diesel"
ELV_collected,product,Diesel,ELV_loss_dismantling,component,elvWheels,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvWheels out of a Diesel"
ELV_collected,product,Diesel,ELV_shredded,component,elvWheels,0.37,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvBIW,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBIW out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvBIW,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBIW out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvBIW,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvBattery,0.95,0.8,1,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBattery out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvBattery,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBattery out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvBattery,0.02,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvBrakes,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBrakes out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvBrakes,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBrakes out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvBrakes,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvCatalyticConverters,0.95,0.8,1,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvCatalyticConverters out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvCatalyticConverters,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvCatalyticConverters out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvCatalyticConverters,0.02,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvChassis,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvChassis out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvChassis,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvChassis out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvChassis,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvClosures,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvClosures,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvClosures,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvDriveline,0.45,0.3,0.6,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvDriveline,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvDriveline,0.52,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvPowertrain,0.8,0.65,0.95,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvPowertrain,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvPowertrain,0.17,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvSteering,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvSteering,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvSteering,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvThermalManagement,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvThermalManagement,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvThermalManagement,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvTransmission,0.7,0.55,0.85,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTransmission out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvTransmission,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTransmission out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvTransmission,0.27,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvTrim,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTrim out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvTrim,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTrim out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvTrim,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvWheels,0.6,0.45,0.75,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvWheels out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvWheels,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvWheels out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvWheels,0.37,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvgeneratorCable,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvgeneratorCable out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvgeneratorCable,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvgeneratorCable out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvgeneratorCable,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,HEV,ELV_dismantled,component,elvgeneratorperMagnet,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvgeneratorperMagnet out of a HEV"
ELV_collected,product,HEV,ELV_loss_dismantling,component,elvgeneratorperMagnet,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvgeneratorperMagnet out of a HEV"
ELV_collected,product,HEV,ELV_shredded,component,elvgeneratorperMagnet,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvBIW,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBIW out of a PHEV"
ELV_collected,product,PHEV,ELV_loss_dismantling,component,elvBIW,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBIW out of a PHEV"
ELV_collected,product,PHEV,ELV_shredded,component,elvBIW,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvBattery,0.95,0.8,1,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBattery out of a PHEV"
ELV_collected,product,PHEV,ELV_loss_dismantling,component,elvBattery,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBattery out of a PHEV"
ELV_collected,product,PHEV,ELV_shredded,component,elvBattery,0.02,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvBrakes,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBrakes out of a PHEV"
ELV_collected,product,PHEV,ELV_loss_dismantling,component,elvBrakes,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvBrakes out of a PHEV"
ELV_collected,product,PHEV,ELV_shredded,component,elvBrakes,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvCatalyticConverters,0.95,0.8,1,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvCatalyticConverters out of a PHEV"
ELV_collected,product,PHEV,ELV_loss_dismantling,component,elvCatalyticConverters,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvCatalyticConverters out of a PHEV"
ELV_collected,product,PHEV,ELV_shredded,component,elvCatalyticConverters,0.02,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvChassis,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvChassis out of a PHEV"
ELV_collected,product,PHEV,ELV_loss_dismantling,component,elvChassis,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvChassis out of a PHEV"
ELV_collected,product,PHEV,ELV_shredded,component,elvChassis,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvClosures,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a PHEV"
ELV_collected,product,PHEV,ELV_loss_dismantling,component,elvClosures,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a PHEV"
ELV_collected,product,PHEV,ELV_shredded,component,elvClosures,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvDriveline,0.45,0.3,0.6,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a PHEV"
ELV_collected,product,PHEV,ELV_loss_dismantling,component,elvDriveline,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a PHEV"
ELV_collected,product,PHEV,ELV_shredded,component,elvDriveline,0.52,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvPowertrain,0.8,0.65,0.95,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a PHEV"
ELV_collected,product,PHEV,ELV_loss_dismantling,component,elvPowertrain,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a PHEV"
ELV_collected,product,PHEV,ELV_shredded,component,elvPowertrain,0.17,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvSteering,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a PHEV"
ELV_collected,product,PHEV,ELV_loss_dismantling,component,elvSteering,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a PHEV"
ELV_collected,product,PHEV,ELV_shredded,component,elvSteering,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvThermalManagement,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a PHEV"
ELV_collected,product,PHEV,ELV_loss_dismantling,component,elvThermalManagement,0.03,0,0.18,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a PHEV"
ELV_collected,product,PHEV,ELV_shredded,component,elvThermalManagement,0.82,,,1,dismantling,manual,derived: what is neither pulled nor lost stays in the hulk
ELV_collected,product,PHEV,ELV_dismantled,component,elvTransmission,0.7,0.55,0.85,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTransmission out of a PHEV"
