Input_FlowID,Input_layer,Input_layer_key,Output_FlowID,TC_target_layer,TC_target_key,value,value_min,value_max,is_residual,process,technology,source
ELV_not_dismantled,Layer 1,Diesel,ELV_shredded,Layer 2,elvChassis,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,HEV,ELV_shredded,Layer 2,elvChassis,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,PHEV,ELV_shredded,Layer 2,elvChassis,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Petrol,ELV_shredded,Layer 2,elvChassis,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_collected,Layer 1,BEV,ELV_dismantled,Layer 2,elvClosures,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a BEV"
ELV_collected,Layer 1,Diesel,ELV_dismantled,Layer 2,elvClosures,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a Diesel"
ELV_collected,Layer 1,HEV,ELV_dismantled,Layer 2,elvClosures,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a HEV"
ELV_collected,Layer 1,PHEV,ELV_dismantled,Layer 2,elvClosures,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a PHEV"
ELV_collected,Layer 1,Petrol,ELV_dismantled,Layer 2,elvClosures,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures out of a Petrol"
ELV_collected,Layer 1,BEV,ELV_not_dismantled,Layer 2,elvClosures,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures left in a BEV and shredded with it"
ELV_collected,Layer 1,Diesel,ELV_not_dismantled,Layer 2,elvClosures,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures left in a Diesel and shredded with it"
ELV_collected,Layer 1,HEV,ELV_not_dismantled,Layer 2,elvClosures,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures left in a HEV and shredded with it"
ELV_collected,Layer 1,PHEV,ELV_not_dismantled,Layer 2,elvClosures,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures left in a PHEV and shredded with it"
ELV_collected,Layer 1,Petrol,ELV_not_dismantled,Layer 2,elvClosures,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvClosures left in a Petrol and shredded with it"
ELV_not_dismantled,Layer 1,BEV,ELV_shredded,Layer 2,elvClosures,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Diesel,ELV_shredded,Layer 2,elvClosures,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,HEV,ELV_shredded,Layer 2,elvClosures,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,PHEV,ELV_shredded,Layer 2,elvClosures,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Petrol,ELV_shredded,Layer 2,elvClosures,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_collected,Layer 1,BEV,ELV_dismantled,Layer 2,elvDriveline,0.45,0.3,0.6,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a BEV"
ELV_collected,Layer 1,Diesel,ELV_dismantled,Layer 2,elvDriveline,0.45,0.3,0.6,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a Diesel"
ELV_collected,Layer 1,HEV,ELV_dismantled,Layer 2,elvDriveline,0.45,0.3,0.6,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a HEV"
ELV_collected,Layer 1,PHEV,ELV_dismantled,Layer 2,elvDriveline,0.45,0.3,0.6,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a PHEV"
ELV_collected,Layer 1,Petrol,ELV_dismantled,Layer 2,elvDriveline,0.45,0.3,0.6,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline out of a Petrol"
ELV_collected,Layer 1,BEV,ELV_not_dismantled,Layer 2,elvDriveline,0.55,0.4125,0.6625,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline left in a BEV and shredded with it"
ELV_collected,Layer 1,Diesel,ELV_not_dismantled,Layer 2,elvDriveline,0.55,0.4125,0.6625,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline left in a Diesel and shredded with it"
ELV_collected,Layer 1,HEV,ELV_not_dismantled,Layer 2,elvDriveline,0.55,0.4125,0.6625,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline left in a HEV and shredded with it"
ELV_collected,Layer 1,PHEV,ELV_not_dismantled,Layer 2,elvDriveline,0.55,0.4125,0.6625,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline left in a PHEV and shredded with it"
ELV_collected,Layer 1,Petrol,ELV_not_dismantled,Layer 2,elvDriveline,0.55,0.4125,0.6625,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvDriveline left in a Petrol and shredded with it"
ELV_not_dismantled,Layer 1,BEV,ELV_shredded,Layer 2,elvDriveline,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Diesel,ELV_shredded,Layer 2,elvDriveline,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,HEV,ELV_shredded,Layer 2,elvDriveline,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,PHEV,ELV_shredded,Layer 2,elvDriveline,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Petrol,ELV_shredded,Layer 2,elvDriveline,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_collected,Layer 1,BEV,ELV_dismantled,Layer 2,elvPowertrain,0.8,0.65,0.9500000000000001,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a BEV"
ELV_collected,Layer 1,Diesel,ELV_dismantled,Layer 2,elvPowertrain,0.8,0.65,0.9500000000000001,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a Diesel"
ELV_collected,Layer 1,HEV,ELV_dismantled,Layer 2,elvPowertrain,0.8,0.65,0.9500000000000001,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a HEV"
ELV_collected,Layer 1,PHEV,ELV_dismantled,Layer 2,elvPowertrain,0.8,0.65,0.9500000000000001,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a PHEV"
ELV_collected,Layer 1,Petrol,ELV_dismantled,Layer 2,elvPowertrain,0.8,0.65,0.9500000000000001,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain out of a Petrol"
ELV_collected,Layer 1,BEV,ELV_not_dismantled,Layer 2,elvPowertrain,0.2,0.15,0.4,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain left in a BEV and shredded with it"
ELV_collected,Layer 1,Diesel,ELV_not_dismantled,Layer 2,elvPowertrain,0.2,0.15,0.4,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain left in a Diesel and shredded with it"
ELV_collected,Layer 1,HEV,ELV_not_dismantled,Layer 2,elvPowertrain,0.2,0.15,0.4,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain left in a HEV and shredded with it"
ELV_collected,Layer 1,PHEV,ELV_not_dismantled,Layer 2,elvPowertrain,0.2,0.15,0.4,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain left in a PHEV and shredded with it"
ELV_collected,Layer 1,Petrol,ELV_not_dismantled,Layer 2,elvPowertrain,0.2,0.15,0.4,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvPowertrain left in a Petrol and shredded with it"
ELV_not_dismantled,Layer 1,BEV,ELV_shredded,Layer 2,elvPowertrain,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Diesel,ELV_shredded,Layer 2,elvPowertrain,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,HEV,ELV_shredded,Layer 2,elvPowertrain,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,PHEV,ELV_shredded,Layer 2,elvPowertrain,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Petrol,ELV_shredded,Layer 2,elvPowertrain,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_collected,Layer 1,BEV,ELV_dismantled,Layer 2,elvSteering,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a BEV"
ELV_collected,Layer 1,Diesel,ELV_dismantled,Layer 2,elvSteering,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a Diesel"
ELV_collected,Layer 1,HEV,ELV_dismantled,Layer 2,elvSteering,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a HEV"
ELV_collected,Layer 1,PHEV,ELV_dismantled,Layer 2,elvSteering,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a PHEV"
ELV_collected,Layer 1,Petrol,ELV_dismantled,Layer 2,elvSteering,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering out of a Petrol"
ELV_collected,Layer 1,BEV,ELV_not_dismantled,Layer 2,elvSteering,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering left in a BEV and shredded with it"
ELV_collected,Layer 1,Diesel,ELV_not_dismantled,Layer 2,elvSteering,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering left in a Diesel and shredded with it"
ELV_collected,Layer 1,HEV,ELV_not_dismantled,Layer 2,elvSteering,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering left in a HEV and shredded with it"
ELV_collected,Layer 1,PHEV,ELV_not_dismantled,Layer 2,elvSteering,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering left in a PHEV and shredded with it"
ELV_collected,Layer 1,Petrol,ELV_not_dismantled,Layer 2,elvSteering,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvSteering left in a Petrol and shredded with it"
ELV_not_dismantled,Layer 1,BEV,ELV_shredded,Layer 2,elvSteering,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Diesel,ELV_shredded,Layer 2,elvSteering,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,HEV,ELV_shredded,Layer 2,elvSteering,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,PHEV,ELV_shredded,Layer 2,elvSteering,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Petrol,ELV_shredded,Layer 2,elvSteering,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_collected,Layer 1,BEV,ELV_dismantled,Layer 2,elvThermalManagement,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a BEV"
ELV_collected,Layer 1,Diesel,ELV_dismantled,Layer 2,elvThermalManagement,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a Diesel"
ELV_collected,Layer 1,HEV,ELV_dismantled,Layer 2,elvThermalManagement,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a HEV"
ELV_collected,Layer 1,PHEV,ELV_dismantled,Layer 2,elvThermalManagement,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a PHEV"
ELV_collected,Layer 1,Petrol,ELV_dismantled,Layer 2,elvThermalManagement,0.15,0,0.3,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement out of a Petrol"
ELV_collected,Layer 1,BEV,ELV_not_dismantled,Layer 2,elvThermalManagement,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement left in a BEV and shredded with it"
ELV_collected,Layer 1,Diesel,ELV_not_dismantled,Layer 2,elvThermalManagement,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement left in a Diesel and shredded with it"
ELV_collected,Layer 1,HEV,ELV_not_dismantled,Layer 2,elvThermalManagement,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement left in a HEV and shredded with it"
ELV_collected,Layer 1,PHEV,ELV_not_dismantled,Layer 2,elvThermalManagement,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement left in a PHEV and shredded with it"
ELV_collected,Layer 1,Petrol,ELV_not_dismantled,Layer 2,elvThermalManagement,0.85,0.6375,0.8875,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvThermalManagement left in a Petrol and shredded with it"
ELV_not_dismantled,Layer 1,BEV,ELV_shredded,Layer 2,elvThermalManagement,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Diesel,ELV_shredded,Layer 2,elvThermalManagement,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,HEV,ELV_shredded,Layer 2,elvThermalManagement,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,PHEV,ELV_shredded,Layer 2,elvThermalManagement,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_not_dismantled,Layer 1,Petrol,ELV_shredded,Layer 2,elvThermalManagement,1.0,,,,hulk_transfer,definitional,definitional: a hulk that was not dismantled goes to the shredder. Not measured -- there is nowhere else for it to go.
ELV_collected,Layer 1,BEV,ELV_dismantled,Layer 2,elvTransmission,0.7,0.5499999999999999,0.85,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTransmission out of a BEV"
ELV_collected,Layer 1,Diesel,ELV_dismantled,Layer 2,elvTransmission,0.7,0.5499999999999999,0.85,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTransmission out of a Diesel"
ELV_collected,Layer 1,HEV,ELV_dismantled,Layer 2,elvTransmission,0.7,0.5499999999999999,0.85,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTransmission out of a HEV"
ELV_collected,Layer 1,PHEV,ELV_dismantled,Layer 2,elvTransmission,0.7,0.5499999999999999,0.85,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTransmission out of a PHEV"
ELV_collected,Layer 1,Petrol,ELV_dismantled,Layer 2,elvTransmission,0.7,0.5499999999999999,0.85,,dismantling,manual,"MADE UP (Claude) -- not data, illustration of shape only: elvTransmission out of a Petrol"
